,Unnamed: 0,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,team,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score,Home
708,708,-2.0,0.0,0.0,0.0,0.0,20.0,7.0,7.0,2.0,6.0,4.0,23.0,1.0,4.0,8.0,8.0,1.0,0.0,400827896.0,Jordan Hill,Indiana Pacers,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,0
2168,2168,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400827897.0,Sam Dekker,Houston Rockets,0,1,2015-10-28 00:00:00,Houston Rockets,1,85,0,Denver Nuggets,105,1
2169,2169,-2.0,7.0,2.0,1.0,0.0,23.0,6.0,9.0,3.0,0.0,0.0,21.0,2.0,2.0,8.0,8.0,2.0,3.0,400827897.0,Patrick Beverley,Houston Rockets,0,1,2015-10-28 00:00:00,Houston Rockets,1,85,0,Denver Nuggets,105,1
2170,2170,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400827897.0,K.J. McDaniels,Houston Rockets,0,1,2015-10-28 00:00:00,Houston Rockets,1,85,0,Denver Nuggets,105,1
2171,2171,-12.0,3.0,1.0,0.0,1.0,19.75,7.0,12.0,2.0,2.0,0.0,29.0,0.0,3.0,5.0,7.0,2.0,1.0,400827897.0,Corey Brewer,Houston Rockets,0,1,2015-10-28 00:00:00,Houston Rockets,1,85,0,Denver Nuggets,105,1
2172,2172,-1.0,1.0,0.0,2.0,0.0,6.25,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,400827897.0,Jason Terry,Houston Rockets,0,1,2015-10-28 00:00:00,Houston Rockets,1,85,0,Denver Nuggets,105,1
2173,2173,,,,,,,,,,,,,,,,,,,400827897.0,Dwight Howard,Houston Rockets,0,1,2015-10-28 00:00:00,Houston Rockets,1,85,0,Denver Nuggets,105,1
2174,2174,,,,,,,,,,,,,,,,,,,400827897.0,Marcus Thornton,Houston Rockets,0,1,2015-10-28 00:00:00,Houston Rockets,1,85,0,Denver Nuggets,105,1
726,726,,,,,,,,,,,,,,,,,,,400827896.0,Norman Powell,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
725,725,,,,,,,,,,,,,,,,,,,400827896.0,Delon Wright,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
724,724,,,,,,,,,,,,,,,,,,,400827896.0,Anthony Bennett,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
2314,2314,1.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,400827902.0,Nate Robinson,New Orleans Pelicans,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,0
722,722,5.0,2.0,1.0,1.0,0.0,7.0,0.0,4.0,1.0,2.0,2.0,8.0,0.0,4.0,5.0,0.0,0.0,0.0,400827896.0,Terrence Ross,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
721,721,-1.0,0.0,0.0,0.0,1.0,15.25,2.0,6.0,3.0,1.0,1.0,16.0,3.0,6.0,7.0,5.0,0.0,0.0,400827896.0,Bismack Biyombo,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
720,720,4.0,5.0,2.0,1.0,0.0,16.5,4.0,7.0,3.0,0.0,0.0,19.0,0.0,0.0,8.0,4.0,1.0,2.0,400827896.0,Patrick Patterson,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
719,719,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,400827896.0,James Johnson,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
718,718,0.0,2.0,1.0,6.0,0.0,43.75,5.0,17.0,7.0,16.0,10.0,36.0,0.0,2.0,25.0,5.0,2.0,2.0,400827896.0,DeMar DeRozan,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
717,717,8.0,4.0,2.0,6.0,0.0,38.25,2.0,17.0,8.0,6.0,5.0,39.0,1.0,4.0,23.0,3.0,2.0,5.0,400827896.0,Kyle Lowry,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
716,716,8.0,0.0,0.0,0.0,1.0,42.25,14.0,11.0,8.0,6.0,5.0,32.0,1.0,4.0,21.0,15.0,0.0,2.0,400827896.0,Jonas Valanciunas,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
715,715,7.0,4.0,1.0,4.0,0.0,33.5,6.0,14.0,5.0,6.0,3.0,41.0,2.0,2.0,14.0,8.0,2.0,2.0,400827896.0,DeMarre Carroll,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
714,714,1.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,0.0,8.0,1.0,4.0,400827896.0,Luis Scola,Toronto Raptors,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,1
713,713,,,,,,,,,,,,,,,,,,,400827896.0,Solomon Hill,Indiana Pacers,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,0
712,712,,,,,,,,,,,,,,,,,,,400827896.0,Myles Turner,Indiana Pacers,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,0
711,711,,,,,,,,,,,,,,,,,,,400827896.0,Shayne Whittington,Indiana Pacers,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,0
710,710,0.0,1.0,0.0,2.0,0.0,25.0,4.0,13.0,5.0,6.0,6.0,24.0,0.0,2.0,16.0,4.0,1.0,2.0,400827896.0,Rodney Stuckey,Indiana Pacers,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,0
709,709,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,400827896.0,Joe Young,Indiana Pacers,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,0
707,707,-9.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,2.0,0.0,0.0,400827896.0,Chase Budinger,Indiana Pacers,1,0,2015-10-28 00:00:00,Toronto Raptors,0,106,1,Indiana Pacers,99,0
2315,2315,,,,,,,,,,,,,,,,,,,400827902.0,Luke Babbitt,New Orleans Pelicans,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,0
2387,2387,-4.0,3.0,2.0,2.0,0.0,16.75,3.0,7.0,3.0,2.0,1.0,22.0,0.0,3.0,9.0,3.0,0.0,0.0,400827900.0,Patty Mills,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2317,2317,29.0,7.0,2.0,3.0,1.0,30.5,6.0,12.0,5.0,0.0,0.0,34.0,2.0,2.0,12.0,8.0,1.0,2.0,400827902.0,Meyers Leonard,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2603,2603,2.0,0.0,0.0,6.0,2.0,21.75,1.0,8.0,4.0,0.0,0.0,31.0,0.0,4.0,8.0,1.0,0.0,1.0,400827895.0,Goran Dragic,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2602,2602,4.0,0.0,0.0,0.0,2.0,14.5,6.0,4.0,2.0,0.0,0.0,20.0,0.0,3.0,4.0,6.0,0.0,2.0,400827895.0,Hassan Whiteside,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2601,2601,-4.0,3.0,3.0,1.0,1.0,23.25,2.0,8.0,5.0,0.0,0.0,30.0,1.0,2.0,13.0,3.0,1.0,1.0,400827895.0,Luol Deng,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2600,2600,10.0,5.0,2.0,1.0,1.0,41.0,10.0,13.0,5.0,10.0,9.0,32.0,0.0,1.0,21.0,10.0,1.0,1.0,400827895.0,Chris Bosh,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2599,2599,,,,,,,,,,,,,,,,,,,400827895.0,Jeremy Lamb,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2598,2598,,,,,,,,,,,,,,,,,,,400827895.0,Aaron Harrison,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2597,2597,,,,,,,,,,,,,,,,,,,400827895.0,Tyler Hansbrough,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2596,2596,-2.0,3.0,2.0,2.0,0.0,21.25,1.0,10.0,5.0,6.0,5.0,27.0,0.0,3.0,17.0,1.0,0.0,2.0,400827895.0,Jeremy Lin,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2595,2595,4.0,0.0,0.0,1.0,0.0,7.75,1.0,6.0,2.0,1.0,1.0,13.0,0.0,1.0,5.0,1.0,0.0,0.0,400827895.0,Brian Roberts,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2594,2594,-4.0,1.0,0.0,0.0,0.0,1.25,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,400827895.0,Frank Kaminsky III,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2593,2593,-14.0,1.0,0.0,0.0,0.0,10.75,3.0,5.0,3.0,2.0,1.0,18.0,0.0,2.0,7.0,3.0,0.0,0.0,400827895.0,Spencer Hawes,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2592,2592,-7.0,0.0,0.0,0.0,0.0,23.5,8.0,4.0,2.0,4.0,3.0,30.0,4.0,2.0,7.0,12.0,1.0,1.0,400827895.0,Cody Zeller,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2591,2591,-6.0,4.0,1.0,2.0,0.0,6.5,0.0,5.0,1.0,0.0,0.0,18.0,0.0,1.0,3.0,0.0,0.0,0.0,400827895.0,P.J. Hairston,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2590,2590,-14.0,4.0,1.0,4.0,1.0,36.5,3.0,16.0,5.0,9.0,8.0,35.0,1.0,2.0,19.0,4.0,2.0,0.0,400827895.0,Kemba Walker,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2589,2589,-8.0,0.0,0.0,1.0,0.0,26.25,3.0,14.0,8.0,3.0,1.0,22.0,2.0,1.0,17.0,5.0,1.0,1.0,400827895.0,Al Jefferson,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2604,2604,-2.0,0.0,0.0,5.0,1.0,32.75,2.0,16.0,7.0,6.0,6.0,29.0,1.0,2.0,20.0,3.0,0.0,1.0,400827895.0,Dwyane Wade,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2588,2588,-3.0,6.0,2.0,3.0,0.0,20.5,4.0,12.0,3.0,2.0,1.0,33.0,2.0,3.0,9.0,6.0,0.0,3.0,400827895.0,Nicolas Batum,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2605,2605,1.0,1.0,0.0,1.0,0.0,14.0,4.0,4.0,3.0,0.0,0.0,11.0,0.0,2.0,6.0,4.0,1.0,1.0,400827895.0,Udonis Haslem,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2607,2607,26.0,1.0,1.0,2.0,0.0,16.25,7.0,2.0,2.0,0.0,0.0,26.0,0.0,4.0,5.0,7.0,0.0,2.0,400827895.0,Justise Winslow,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
351,351,-15.0,0.0,0.0,4.0,2.0,55.0,7.0,17.0,7.0,10.0,8.0,35.0,7.0,3.0,22.0,14.0,2.0,0.0,400827899.0,Greg Monroe,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
352,352,-15.0,0.0,0.0,2.0,0.0,17.0,5.0,6.0,0.0,4.0,4.0,30.0,1.0,2.0,4.0,6.0,2.0,3.0,400827899.0,Jerryd Bayless,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
353,353,-11.0,1.0,0.0,4.0,0.0,31.25,3.0,17.0,6.0,9.0,8.0,34.0,2.0,4.0,20.0,5.0,1.0,6.0,400827899.0,Michael Carter-Williams,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
354,354,-1.0,0.0,0.0,1.0,1.0,8.25,0.0,5.0,2.0,0.0,0.0,10.0,1.0,2.0,4.0,1.0,0.0,1.0,400827899.0,John Henson,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
355,355,-6.0,2.0,1.0,1.0,0.0,11.5,3.0,2.0,1.0,0.0,0.0,15.0,1.0,3.0,3.0,4.0,1.0,1.0,400827899.0,Damien Inglis,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
356,356,-10.0,0.0,0.0,0.0,0.0,3.75,2.0,1.0,0.0,0.0,0.0,17.0,1.0,3.0,0.0,3.0,0.0,0.0,400827899.0,Johnny O'Bryant III,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
357,357,-9.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,400827899.0,Miles Plumlee,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
358,358,-16.0,4.0,2.0,5.0,0.0,34.25,6.0,10.0,4.0,8.0,8.0,29.0,1.0,2.0,18.0,7.0,0.0,2.0,400827899.0,Greivis Vasquez,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
359,359,-13.0,2.0,1.0,0.0,1.0,11.5,1.0,5.0,3.0,0.0,0.0,13.0,1.0,0.0,7.0,2.0,0.0,1.0,400827899.0,Rashad Vaughn,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
360,360,,,,,,,,,,,,,,,,,,,400827899.0,Giannis Antetokounmpo,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
361,361,,,,,,,,,,,,,,,,,,,400827899.0,O.J. Mayo,Milwaukee Bucks,0,1,2015-10-28 00:00:00,Milwaukee Bucks,1,97,0,New York Knicks,122,1
2611,2611,,,,,,,,,,,,,,,,,,,400827895.0,James Ennis,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2610,2610,,,,,,,,,,,,,,,,,,,400827895.0,Chris Andersen,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2609,2609,0.0,8.0,5.0,1.0,0.0,23.25,1.0,15.0,7.0,0.0,0.0,30.0,0.0,4.0,19.0,1.0,0.0,2.0,400827895.0,Gerald Green,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2608,2608,8.0,2.0,1.0,4.0,0.0,21.25,3.0,3.0,1.0,5.0,5.0,17.0,0.0,2.0,8.0,3.0,2.0,2.0,400827895.0,Mario Chalmers,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2606,2606,5.0,0.0,0.0,2.0,0.0,6.75,3.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,3.0,0.0,0.0,400827895.0,Josh McRoberts,Miami Heat,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,1
2587,2587,4.0,5.0,0.0,3.0,0.0,28.0,8.0,10.0,4.0,2.0,2.0,38.0,2.0,1.0,10.0,10.0,0.0,1.0,400827895.0,Marvin Williams,Charlotte Hornets,1,0,2015-10-28 00:00:00,Miami Heat,0,104,1,Charlotte Hornets,94,0
2404,2404,,,,,,,,,,,,,,,,,,,400827900.0,Steve Novak,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2403,2403,,,,,,,,,,,,,,,,,,,400827900.0,Kyle Singler,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2381,2381,-6.0,0.0,0.0,0.0,3.0,25.0,3.0,8.0,3.0,2.0,2.0,26.0,3.0,2.0,8.0,6.0,2.0,1.0,400827900.0,Tim Duncan,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2380,2380,4.0,3.0,1.0,0.0,2.0,51.0,7.0,22.0,13.0,5.0,5.0,35.0,1.0,3.0,32.0,8.0,3.0,3.0,400827900.0,Kawhi Leonard,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2379,2379,-7.0,1.0,0.0,1.0,1.0,20.75,3.0,12.0,4.0,4.0,3.0,32.0,2.0,2.0,11.0,5.0,0.0,0.0,400827900.0,LaMarcus Aldridge,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2329,2329,,,,,,,,,,,,,,,,,,,400827902.0,Luis Montero,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2328,2328,,,,,,,,,,,,,,,,,,,400827902.0,Pat Connaughton,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2327,2327,,,,,,,,,,,,,,,,,,,400827902.0,Tim Frazier,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2326,2326,,,,,,,,,,,,,,,,,,,400827902.0,Chris Kaman,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2325,2325,-5.0,2.0,0.0,1.0,0.0,10.75,3.0,6.0,2.0,0.0,0.0,22.0,0.0,3.0,4.0,3.0,1.0,1.0,400827902.0,Allen Crabbe,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2324,2324,-7.0,3.0,2.0,0.0,1.0,15.5,4.0,6.0,3.0,0.0,0.0,18.0,0.0,0.0,8.0,4.0,0.0,1.0,400827902.0,Maurice Harkless,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2323,2323,-11.0,1.0,0.0,0.0,0.0,1.5,0.0,4.0,1.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,0.0,1.0,400827902.0,Noah Vonleh,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2322,2322,18.0,0.0,0.0,0.0,0.0,29.25,9.0,6.0,5.0,2.0,2.0,29.0,2.0,5.0,12.0,11.0,1.0,0.0,400827902.0,Ed Davis,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2321,2321,22.0,9.0,6.0,1.0,0.0,51.0,5.0,22.0,14.0,3.0,3.0,37.0,1.0,3.0,37.0,6.0,1.0,0.0,400827902.0,C.J. McCollum,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2320,2320,17.0,7.0,1.0,11.0,0.0,47.75,5.0,21.0,8.0,4.0,4.0,36.0,0.0,2.0,21.0,5.0,2.0,4.0,400827902.0,Damian Lillard,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2319,2319,0.0,0.0,0.0,6.0,0.0,23.5,5.0,4.0,3.0,3.0,1.0,19.0,1.0,4.0,7.0,6.0,0.0,0.0,400827902.0,Mason Plumlee,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2318,2318,27.0,3.0,1.0,0.0,2.0,24.0,8.0,7.0,3.0,2.0,2.0,31.0,0.0,0.0,9.0,8.0,1.0,3.0,400827902.0,Al-Farouq Aminu,Portland Trail Blazers,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,1
2382,2382,-2.0,0.0,0.0,3.0,0.0,17.25,3.0,11.0,5.0,0.0,0.0,26.0,0.0,5.0,10.0,3.0,0.0,2.0,400827900.0,Tony Parker,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2383,2383,-4.0,5.0,0.0,2.0,0.0,18.0,8.0,9.0,2.0,0.0,0.0,29.0,0.0,1.0,4.0,8.0,1.0,2.0,400827900.0,Danny Green,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2384,2384,3.0,0.0,0.0,1.0,0.0,11.5,1.0,7.0,4.0,0.0,0.0,18.0,1.0,1.0,8.0,2.0,0.0,1.0,400827900.0,David West,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2385,2385,-10.0,1.0,0.0,0.0,0.0,7.25,1.0,4.0,2.0,0.0,0.0,13.0,0.0,0.0,4.0,1.0,1.0,0.0,400827900.0,Kyle Anderson,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2402,2402,,,,,,,,,,,,,,,,,,,400827900.0,Mitch McGary,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2401,2401,15.0,2.0,0.0,2.0,0.0,14.5,3.0,8.0,4.0,0.0,0.0,21.0,1.0,2.0,8.0,4.0,0.0,3.0,400827900.0,Dion Waiters,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2400,2400,5.0,4.0,2.0,0.0,0.0,11.0,0.0,6.0,3.0,0.0,0.0,22.0,0.0,1.0,8.0,0.0,1.0,0.0,400827900.0,Anthony Morrow,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2399,2399,-3.0,0.0,0.0,4.0,0.0,20.75,1.0,5.0,2.0,4.0,4.0,13.0,0.0,1.0,8.0,1.0,3.0,1.0,400827900.0,D.J. Augustin,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2398,2398,0.0,0.0,0.0,0.0,0.0,36.5,10.0,11.0,7.0,1.0,1.0,24.0,6.0,1.0,15.0,16.0,0.0,0.0,400827900.0,Enes Kanter,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2397,2397,-4.0,0.0,0.0,1.0,0.0,3.75,3.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,3.0,400827900.0,Nick Collison,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2396,2396,-4.0,0.0,0.0,2.0,1.0,10.25,1.0,1.0,1.0,0.0,0.0,17.0,0.0,1.0,2.0,1.0,1.0,0.0,400827900.0,Andre Roberson,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2316,2316,,,,,,,,,,,,,,,,,,,400827902.0,Omer Asik,New Orleans Pelicans,2,0,2015-10-28 00:00:00,Portland Trail Blazers,0,112,1,New Orleans Pelicans,94,0
2395,2395,7.0,6.0,3.0,10.0,0.0,55.0,1.0,23.0,12.0,7.0,6.0,37.0,1.0,3.0,33.0,2.0,2.0,5.0,400827900.0,Russell Westbrook,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2393,2393,0.0,6.0,2.0,0.0,0.0,30.0,6.0,19.0,6.0,8.0,8.0,35.0,0.0,2.0,22.0,6.0,0.0,1.0,400827900.0,Kevin Durant,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2392,2392,10.0,1.0,0.0,1.0,2.0,19.75,3.0,9.0,4.0,2.0,2.0,34.0,2.0,1.0,10.0,5.0,0.0,4.0,400827900.0,Serge Ibaka,Oklahoma City Thunder,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,1
2391,2391,,,,,,,,,,,,,,,,,,,400827900.0,Ray McCallum,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2390,2390,,,,,,,,,,,,,,,,,,,400827900.0,Matt Bonner,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2389,2389,,,,,,,,,,,,,,,,,,,400827900.0,Rasual Butler,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2388,2388,-4.0,1.0,1.0,7.0,0.0,24.5,0.0,8.0,5.0,0.0,0.0,19.0,0.0,0.0,11.0,0.0,2.0,3.0,400827900.0,Manu Ginobili,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
2386,2386,0.0,1.0,1.0,6.0,3.0,28.0,0.0,5.0,4.0,0.0,0.0,20.0,0.0,1.0,9.0,0.0,2.0,1.0,400827900.0,Boris Diaw,San Antonio Spurs,1,0,2015-10-28 00:00:00,Oklahoma City Thunder,0,112,1,San Antonio Spurs,106,0
